Row ID	Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country/Region	City	State	Postal Code	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Discount	Profit	Cost Price (NOT unit price)
4766	CA-2018-118227	4/24/2018	4/28/2018	Standard Class	DB-13270	Deborah Brumfield	Home Office	United States	New York City	New York	10009	East	OFF-AR-10001044	Office Supplies	Art	"BOSTON Ranger #55 Pencil Sharpener, Black"	25.99	1	0	7.5371	18.4529
4767	CA-2018-123155	3/9/2018	3/12/2018	First Class	NS-18640	Noel Staavos	Corporate	United States	San Antonio	Texas	78207	Central	TEC-AC-10002473	Technology	Accessories	Maxell 4.7GB DVD-R	113.52	5	0.2	29.799	83.721
4768	CA-2018-123155	3/9/2018	3/12/2018	First Class	NS-18640	Noel Staavos	Corporate	United States	San Antonio	Texas	78207	Central	TEC-PH-10001809	Technology	Phones	Panasonic KX T7736-B Digital phone	359.88	3	0.2	22.4925	337.3875
4769	CA-2020-158883	6/2/2020	6/3/2020	Same Day	CS-11860	Cari Schnelling	Consumer	United States	Jacksonville	North Carolina	28540	South	OFF-PA-10004733	Office Supplies	Paper	Things To Do Today Spiral Book	25.344	4	0.2	9.1872	16.1568
4770	US-2019-114888	9/19/2019	9/24/2019	Second Class	CC-12430	Chuck Clark	Home Office	United States	San Francisco	California	94109	West	OFF-BI-10003355	Office Supplies	Binders	Cardinal Holdit Business Card Pockets	11.952	3	0.2	4.1832	7.7688
4771	US-2019-114888	9/19/2019	9/24/2019	Second Class	CC-12430	Chuck Clark	Home Office	United States	San Francisco	California	94109	West	OFF-SU-10001212	Office Supplies	Supplies	Kleencut Forged Office Shears by Acme United Corporation	6.24	3	0	1.872	4.368
4772	US-2017-167262	10/31/2017	11/3/2017	Second Class	AC-10450	Amy Cox	Consumer	United States	Avondale	Arizona	85323	West	TEC-PH-10000486	Technology	Phones	Plantronics HL10 Handset Lifter	742.336	8	0.2	83.5128	658.8232
4773	CA-2020-119746	11/23/2020	11/27/2020	Standard Class	CM-12385	Christopher Martinez	Consumer	United States	Chicago	Illinois	60610	Central	FUR-FU-10004909	Furniture	Furnishings	Contemporary Wood/Metal Frame	6.464	1	0.6	-4.04	10.504
4774	CA-2020-119746	11/23/2020	11/27/2020	Standard Class	CM-12385	Christopher Martinez	Consumer	United States	Chicago	Illinois	60610	Central	OFF-LA-10001613	Office Supplies	Labels	Avery File Folder Labels	11.52	5	0.2	4.176	7.344
4775	CA-2020-119746	11/23/2020	11/27/2020	Standard Class	CM-12385	Christopher Martinez	Consumer	United States	Chicago	Illinois	60610	Central	TEC-PH-10004447	Technology	Phones	Toshiba IPT2010-SD IP Telephone	222.384	2	0.2	16.6788	205.7052
4776	CA-2020-108091	11/16/2020	11/21/2020	Standard Class	EK-13795	Eileen Kiefer	Home Office	United States	Escondido	California	92025	West	OFF-AR-10000255	Office Supplies	Art	Newell 328	23.36	4	0	6.0736	17.2864
4777	CA-2019-101630	2/19/2019	2/23/2019	Second Class	CK-12760	Cyma Kinney	Corporate	United States	Long Beach	New York	11561	East	OFF-LA-10004425	Office Supplies	Labels	Staple-on labels	8.67	3	0	4.0749	4.5951
4778	CA-2019-101630	2/19/2019	2/23/2019	Second Class	CK-12760	Cyma Kinney	Corporate	United States	Long Beach	New York	11561	East	OFF-SU-10001664	Office Supplies	Supplies	Acme Office Executive Series Stainless Steel Trimmers	25.71	3	0	6.6846	19.0254
4779	CA-2020-132346	11/7/2020	11/11/2020	Standard Class	PK-19075	Pete Kriz	Consumer	United States	Newark	Delaware	19711	East	OFF-AP-10000696	Office Supplies	Appliances	Holmes Odor Grabber	100.94	7	0	33.3102	67.6298
4780	CA-2017-150301	7/8/2017	7/10/2017	First Class	MH-18025	Michelle Huthwaite	Consumer	United States	Buffalo	New York	14215	East	FUR-CH-10002647	Furniture	Chairs	"Situations Contoured Folding Chairs, 4/Set"	63.882	1	0.1	10.647	53.235
4781	CA-2017-159310	11/7/2017	11/12/2017	Standard Class	SC-20725	Steven Cartwright	Consumer	United States	Houston	Texas	77070	Central	FUR-CH-10002758	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"	683.144	4	0.3	0	683.144
4782	CA-2017-159310	11/7/2017	11/12/2017	Standard Class	SC-20725	Steven Cartwright	Consumer	United States	Houston	Texas	77070	Central	OFF-BI-10000201	Office Supplies	Binders	"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"	1.476	3	0.8	-2.214	3.69
4783	CA-2017-159310	11/7/2017	11/12/2017	Standard Class	SC-20725	Steven Cartwright	Consumer	United States	Houston	Texas	77070	Central	OFF-SU-10004115	Office Supplies	Supplies	Acme Stainless Steel Office Snips	40.712	7	0.2	3.5623	37.1497
4784	US-2020-147984	1/28/2020	2/1/2020	Standard Class	GB-14575	Giulietta Baptist	Consumer	United States	Wichita	Kansas	67212	Central	OFF-PA-10000806	Office Supplies	Paper	Xerox 1934	279.9	5	0	137.151	142.749
4785	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	OFF-AR-10001473	Office Supplies	Art	Newell 313	13.12	5	0.2	1.148	11.972
4786	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	FUR-BO-10003450	Furniture	Bookcases	"Bush Westfield Collection Bookcases, Dark Cherry Finish"	69.576	4	0.7	-143.7904	213.3664
4787	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	OFF-AR-10001545	Office Supplies	Art	Newell 326	4.224	3	0.2	0.4752	3.7488
4788	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	TEC-AC-10004396	Technology	Accessories	Logitech Keyboard K120	58.08	4	0.2	-6.534	64.614
4789	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	FUR-FU-10002456	Furniture	Furnishings	"Master Caster Door Stop, Large Neon Orange"	52.416	9	0.2	15.0696	37.3464
4790	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	FUR-FU-10001473	Furniture	Furnishings	DAX Wood Document Frame	54.92	5	0.2	10.984	43.936
4791	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	FUR-TA-10000849	Furniture	Tables	Bevis Rectangular Conference Tables	364.95	5	0.5	-248.166	613.116
4792	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	OFF-PA-10001166	Office Supplies	Paper	Xerox 1932	85.056	3	0.2	28.7064	56.3496
4793	CA-2018-104346	12/11/2018	12/16/2018	Standard Class	IM-15070	Irene Maddox	Consumer	United States	Colorado Springs	Colorado	80906	West	OFF-PA-10003256	Office Supplies	Paper	Avery Personal Creations Heavyweight Cards	27.696	3	0.2	9.6936	18.0024
4794	US-2018-141684	6/29/2018	7/4/2018	Standard Class	MM-18055	Michelle Moray	Consumer	United States	New York City	New York	10011	East	OFF-PA-10002870	Office Supplies	Paper	"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"	24.96	4	0	11.232	13.728
4795	CA-2018-144722	3/16/2018	3/23/2018	Standard Class	MF-18250	Monica Federle	Corporate	United States	Los Angeles	California	90036	West	FUR-FU-10001215	Furniture	Furnishings	"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"	43.13	1	0	18.1146	25.0154
4796	CA-2018-120516	8/13/2018	8/17/2018	Standard Class	CK-12595	Clytie Kelty	Consumer	United States	Marietta	Georgia	30062	South	OFF-BI-10004187	Office Supplies	Binders	3-ring staple pack	5.64	3	0	2.7072	2.9328
4797	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	OFF-BI-10001718	Office Supplies	Binders	GBC DocuBind P50 Personal Binding Machine	57.582	3	0.7	-44.1462	101.7282
4798	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	OFF-PA-10004983	Office Supplies	Paper	Xerox 23	31.104	6	0.2	10.8864	20.2176
4799	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	FUR-FU-10002396	Furniture	Furnishings	"DAX Copper Panel Document Frame, 5 x 7 Size"	30.192	3	0.2	8.3028	21.8892
4800	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	TEC-PH-10003988	Technology	Phones	"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"	43.6	5	0.2	4.36	39.24
4801	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	OFF-AR-10002467	Office Supplies	Art	Dixon Ticonderoga Pencils	4.768	2	0.2	0.4172	4.3508
4802	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	OFF-BI-10004002	Office Supplies	Binders	Wilson Jones International Size A4 Ring Binders	10.38	2	0.7	-7.612	17.992
4803	US-2019-148901	5/14/2019	5/19/2019	Standard Class	MK-17905	Michael Kennedy	Corporate	United States	Jacksonville	Florida	32216	South	OFF-BI-10002309	Office Supplies	Binders	Avery Heavy-Duty EZD  Binder With Locking Rings	13.392	8	0.7	-9.8208	23.2128
4804	CA-2020-136364	7/13/2020	7/17/2020	Second Class	MH-17455	Mark Hamilton	Consumer	United States	Philadelphia	Pennsylvania	19140	East	TEC-PH-10003885	Technology	Phones	Cisco SPA508G	39.594	1	0.4	-7.2589	46.8529
4805	CA-2020-136364	7/13/2020	7/17/2020	Second Class	MH-17455	Mark Hamilton	Consumer	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10002501	Furniture	Furnishings	Nu-Dell Executive Frame	91.008	9	0.2	19.3392	71.6688
4806	CA-2018-137708	11/22/2018	11/25/2018	Second Class	NG-18430	Nathan Gelder	Consumer	United States	Los Angeles	California	90008	West	OFF-PA-10000176	Office Supplies	Paper	Xerox 1887	37.94	2	0	18.2112	19.7288
4807	CA-2018-137708	11/22/2018	11/25/2018	Second Class	NG-18430	Nathan Gelder	Consumer	United States	Los Angeles	California	90008	West	OFF-PA-10000327	Office Supplies	Paper	Xerox 1971	42.8	10	0	19.26	23.54
4808	CA-2018-137708	11/22/2018	11/25/2018	Second Class	NG-18430	Nathan Gelder	Consumer	United States	Los Angeles	California	90008	West	OFF-ST-10004634	Office Supplies	Storage	"Personal Folder Holder, Ebony"	33.63	3	0	10.089	23.541
4809	CA-2017-149055	11/23/2017	11/28/2017	Standard Class	PB-19210	Phillip Breyer	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-EN-10003040	Office Supplies	Envelopes	Quality Park Security Envelopes	62.808	3	0.2	21.1977	41.6103
4810	CA-2018-151589	12/27/2018	12/30/2018	First Class	RE-19450	Richard Eichhorn	Consumer	United States	Eau Claire	Wisconsin	54703	Central	OFF-PA-10003228	Office Supplies	Paper	Xerox 1917	195.64	4	0	91.9508	103.6892
4811	CA-2018-151589	12/27/2018	12/30/2018	First Class	RE-19450	Richard Eichhorn	Consumer	United States	Eau Claire	Wisconsin	54703	Central	TEC-PH-10004345	Technology	Phones	Cisco SPA 502G IP Phone	239.9	2	0	71.97	167.93
4812	CA-2019-121370	11/14/2019	11/19/2019	Second Class	EB-14110	Eugene Barchas	Consumer	United States	Philadelphia	Pennsylvania	19134	East	FUR-CH-10000785	Furniture	Chairs	Global Ergonomic Managers Chair	380.058	3	0.3	-21.7176	401.7756
4813	CA-2019-121370	11/14/2019	11/19/2019	Second Class	EB-14110	Eugene Barchas	Consumer	United States	Philadelphia	Pennsylvania	19134	East	TEC-CO-10004115	Technology	Copiers	Sharp AL-1530CS Digital Copier	1199.976	4	0.4	179.9964	1019.9796
4814	CA-2019-121370	11/14/2019	11/19/2019	Second Class	EB-14110	Eugene Barchas	Consumer	United States	Philadelphia	Pennsylvania	19134	East	FUR-FU-10002813	Furniture	Furnishings	"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"	48.576	3	0.2	9.7152	38.8608
4815	CA-2019-111696	5/8/2019	5/10/2019	First Class	TB-21625	Trudy Brown	Consumer	United States	Los Angeles	California	90004	West	OFF-PA-10002751	Office Supplies	Paper	Xerox 1920	17.94	3	0	8.073	9.867
4816	CA-2017-139598	12/26/2017	12/31/2017	Standard Class	MG-17695	Maureen Gnade	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-PA-10004569	Office Supplies	Paper	"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"	18.264	3	0.2	6.1641	12.0999
4817	CA-2017-139598	12/26/2017	12/31/2017	Standard Class	MG-17695	Maureen Gnade	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10002998	Office Supplies	Appliances	Holmes 99% HEPA Air Purifier	34.656	2	0.2	5.6316	29.0244
4818	CA-2017-139598	12/26/2017	12/31/2017	Standard Class	MG-17695	Maureen Gnade	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10003287	Office Supplies	Appliances	Tripp Lite TLP810NET Broadband Surge for Modem/Fax	81.552	2	0.2	8.1552	73.3968
4819	CA-2017-139598	12/26/2017	12/31/2017	Standard Class	MG-17695	Maureen Gnade	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-ST-10001370	Office Supplies	Storage	Sensible Storage WireTech Storage Systems	227.136	4	0.2	-42.588	269.724
4820	CA-2020-117436	6/8/2020	6/14/2020	Standard Class	LW-17125	Liz Willingham	Consumer	United States	Norwich	Connecticut	6360	East	OFF-BI-10004040	Office Supplies	Binders	Wilson Jones Impact Binders	10.36	2	0	5.0764	5.2836
4821	CA-2018-140025	4/7/2018	4/11/2018	Standard Class	PF-19120	Peter Fuller	Consumer	United States	San Antonio	Texas	78207	Central	OFF-AP-10002651	Office Supplies	Appliances	Hoover Upright Vacuum With Dirt Cup	463.248	8	0.8	-1181.2824	1644.5304
4822	CA-2018-140025	4/7/2018	4/11/2018	Standard Class	PF-19120	Peter Fuller	Consumer	United States	San Antonio	Texas	78207	Central	TEC-AC-10002402	Technology	Accessories	Razer Kraken PRO Over Ear PC and Music Headset	383.952	6	0.2	47.994	335.958
4823	CA-2019-134222	7/10/2019	7/11/2019	Same Day	NZ-18565	Nick Zandusky	Home Office	United States	Yuma	Arizona	85364	West	OFF-BI-10001658	Office Supplies	Binders	GBC Standard Therm-A-Bind Covers	44.856	6	0.7	-35.8848	80.7408
4824	CA-2019-140018	11/21/2019	11/26/2019	Standard Class	CK-12205	Chloris Kastensmidt	Consumer	United States	Columbus	Ohio	43229	East	TEC-MA-10000752	Technology	Machines	Texas Instrument TI-15 Fraction Calculator	30.345	7	0.7	-24.276	54.621
4825	CA-2019-140018	11/21/2019	11/26/2019	Standard Class	CK-12205	Chloris Kastensmidt	Consumer	United States	Columbus	Ohio	43229	East	FUR-CH-10003817	Furniture	Chairs	"Global Value Steno Chair, Gray"	127.554	3	0.3	-9.111	136.665
4826	CA-2019-140018	11/21/2019	11/26/2019	Standard Class	CK-12205	Chloris Kastensmidt	Consumer	United States	Columbus	Ohio	43229	East	FUR-FU-10001876	Furniture	Furnishings	"Computer Room Manger, 14"""	77.952	3	0.2	15.5904	62.3616
4827	US-2020-136707	11/12/2020	11/15/2020	First Class	JE-15610	Jim Epp	Corporate	United States	Los Angeles	California	90036	West	OFF-BI-10003460	Office Supplies	Binders	Acco 3-Hole Punch	14.016	4	0.2	4.9056	9.1104
4828	CA-2017-152562	11/1/2017	11/8/2017	Standard Class	JO-15145	Jack O'Briant	Corporate	United States	Richmond	Kentucky	40475	South	OFF-ST-10000464	Office Supplies	Storage	"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"	69.52	2	0	19.4656	50.0544
4829	CA-2017-152562	11/1/2017	11/8/2017	Standard Class	JO-15145	Jack O'Briant	Corporate	United States	Richmond	Kentucky	40475	South	OFF-AR-10001919	Office Supplies	Art	"OIC #2 Pencils, Medium Soft"	5.64	3	0	1.6356	4.0044
4830	CA-2019-152408	5/15/2019	5/21/2019	Standard Class	TT-21220	Thomas Thornton	Consumer	United States	New York City	New York	10035	East	OFF-BI-10002393	Office Supplies	Binders	Binder Posts	13.776	3	0.2	4.4772	9.2988
4831	CA-2017-120278	11/7/2017	11/12/2017	Standard Class	MS-17365	Maribeth Schnelling	Consumer	United States	Wausau	Wisconsin	54401	Central	OFF-AP-10001293	Office Supplies	Appliances	Belkin 8 Outlet Surge Protector	245.88	6	0	68.8464	177.0336
4832	CA-2017-120278	11/7/2017	11/12/2017	Standard Class	MS-17365	Maribeth Schnelling	Consumer	United States	Wausau	Wisconsin	54401	Central	OFF-ST-10004258	Office Supplies	Storage	Portable Personal File Box	36.63	3	0	9.8901	26.7399
4833	CA-2017-120278	11/7/2017	11/12/2017	Standard Class	MS-17365	Maribeth Schnelling	Consumer	United States	Wausau	Wisconsin	54401	Central	OFF-ST-10002214	Office Supplies	Storage	X-Rack File for Hanging Folders	22.58	2	0	5.8708	16.7092
4834	CA-2017-120278	11/7/2017	11/12/2017	Standard Class	MS-17365	Maribeth Schnelling	Consumer	United States	Wausau	Wisconsin	54401	Central	OFF-BI-10004970	Office Supplies	Binders	"ACCOHIDE 3-Ring Binder, Blue, 1"""	12.39	3	0	5.8233	6.5667
4835	CA-2020-167661	10/5/2020	10/10/2020	Standard Class	MP-18175	Mike Pelletier	Home Office	United States	San Francisco	California	94110	West	OFF-BI-10002571	Office Supplies	Binders	"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""	39.92	5	0.2	13.473	26.447
4836	CA-2020-167661	10/5/2020	10/10/2020	Standard Class	MP-18175	Mike Pelletier	Home Office	United States	San Francisco	California	94110	West	OFF-PA-10002581	Office Supplies	Paper	Xerox 1951	61.96	2	0	27.882	34.078
4837	CA-2020-167661	10/5/2020	10/10/2020	Standard Class	MP-18175	Mike Pelletier	Home Office	United States	San Francisco	California	94110	West	OFF-BI-10001097	Office Supplies	Binders	Avery Hole Reinforcements	19.936	4	0.2	7.2268	12.7092
4838	CA-2020-106831	6/1/2020	6/3/2020	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	OFF-BI-10003429	Office Supplies	Binders	"Cardinal HOLDit! Binder Insert Strips,Extra Strips"	3.798	2	0.7	-2.6586	6.4566
4839	CA-2020-106831	6/1/2020	6/3/2020	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	OFF-PA-10000682	Office Supplies	Paper	Xerox 1924	27.744	6	0.2	10.0572	17.6868
4840	CA-2020-106831	6/1/2020	6/3/2020	First Class	FH-14350	Fred Harton	Consumer	United States	Dublin	Ohio	43017	East	TEC-PH-10001700	Technology	Phones	Panasonic KX-TG6844B Expandable Digital Cordless Telephone	158.376	4	0.4	-34.3148	192.6908
4841	CA-2020-154123	11/20/2020	11/25/2020	Standard Class	SC-20050	Sample Company A	Home Office	United States	Henderson	Kentucky	42420	South	FUR-FU-10000629	Furniture	Furnishings	9-3/4 Diameter Round Wall Clock	27.58	2	0	11.5836	15.9964
4842	CA-2019-136049	12/23/2019	12/28/2019	Standard Class	NM-18520	Neoma Murray	Consumer	United States	Bowling Green	Ohio	43402	East	OFF-BI-10001267	Office Supplies	Binders	"Universal Recycled Hanging Pressboard Report Binders, Letter Size"	5.553	3	0.7	-4.0722	9.6252
4843	CA-2020-118402	9/29/2020	10/4/2020	Standard Class	JO-15280	Jas O'Carroll	Consumer	United States	Memphis	Tennessee	38109	South	OFF-ST-10001418	Office Supplies	Storage	Carina Media Storage Towers in Natural & Black	243.92	5	0.2	-54.882	298.802
4844	US-2019-139388	11/7/2019	11/9/2019	First Class	CC-12475	Cindy Chapman	Consumer	United States	Lakewood	New Jersey	8701	East	OFF-FA-10004968	Office Supplies	Fasteners	Rubber Band Ball	14.96	4	0	0.2992	14.6608
4845	US-2017-128685	4/4/2017	4/5/2017	First Class	MZ-17515	Mary Zewe	Corporate	United States	Los Angeles	California	90008	West	OFF-BI-10004140	Office Supplies	Binders	Avery Non-Stick Binders	7.184	2	0.2	2.245	4.939
4846	CA-2018-124044	7/23/2018	7/26/2018	Second Class	MS-17830	Melanie Seite	Consumer	United States	Rochester	New York	14609	East	OFF-BI-10003460	Office Supplies	Binders	Acco 3-Hole Punch	10.512	3	0.2	3.6792	6.8328
4847	CA-2017-164469	6/25/2017	6/27/2017	Second Class	GK-14620	Grace Kelly	Corporate	United States	Salem	Oregon	97301	West	TEC-PH-10002115	Technology	Phones	Plantronics 81402	263.96	5	0.2	19.797	244.163
4848	CA-2017-164469	6/25/2017	6/27/2017	Second Class	GK-14620	Grace Kelly	Corporate	United States	Salem	Oregon	97301	West	OFF-AR-10003478	Office Supplies	Art	"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"	71.632	11	0.2	17.908	53.724
4849	CA-2017-164469	6/25/2017	6/27/2017	Second Class	GK-14620	Grace Kelly	Corporate	United States	Salem	Oregon	97301	West	OFF-AR-10000475	Office Supplies	Art	"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"	9.328	1	0.2	0.8162	8.5118
4850	CA-2017-107818	9/8/2017	9/14/2017	Standard Class	MC-17275	Marc Crier	Consumer	United States	Pasco	Washington	99301	West	OFF-AR-10003045	Office Supplies	Art	Prang Colored Pencils	5.88	2	0	2.646	3.234
4851	CA-2017-107818	9/8/2017	9/14/2017	Standard Class	MC-17275	Marc Crier	Consumer	United States	Pasco	Washington	99301	West	FUR-CH-10000454	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"	975.92	5	0.2	121.99	853.93
4852	CA-2017-107818	9/8/2017	9/14/2017	Standard Class	MC-17275	Marc Crier	Consumer	United States	Pasco	Washington	99301	West	OFF-AR-10000380	Office Supplies	Art	"Hunt PowerHouse Electric Pencil Sharpener, Blue"	303.84	8	0	91.152	212.688
4853	CA-2017-107818	9/8/2017	9/14/2017	Standard Class	MC-17275	Marc Crier	Consumer	United States	Pasco	Washington	99301	West	OFF-ST-10000736	Office Supplies	Storage	Carina Double Wide Media Storage Towers in Natural & Black	485.88	6	0	19.4352	466.4448
4854	CA-2017-113320	12/12/2017	12/15/2017	Second Class	LH-17155	Logan Haushalter	Consumer	United States	Oakland	California	94601	West	FUR-FU-10004270	Furniture	Furnishings	"Eldon Image Series Desk Accessories, Burgundy"	12.54	3	0	4.5144	8.0256
4855	CA-2017-113320	12/12/2017	12/15/2017	Second Class	LH-17155	Logan Haushalter	Consumer	United States	Oakland	California	94601	West	OFF-ST-10000617	Office Supplies	Storage	Woodgrain Magazine Files by Perma	8.94	3	0	0.6258	8.3142
4856	CA-2017-113320	12/12/2017	12/15/2017	Second Class	LH-17155	Logan Haushalter	Consumer	United States	Oakland	California	94601	West	FUR-FU-10001706	Furniture	Furnishings	Longer-Life Soft White Bulbs	9.24	3	0	4.4352	4.8048
4857	CA-2018-137526	1/13/2018	1/17/2018	Standard Class	PB-19150	Philip Brown	Consumer	United States	Los Angeles	California	90004	West	OFF-BI-10003364	Office Supplies	Binders	Binding Machine Supplies	70.008	3	0.2	24.5028	45.5052
4858	CA-2018-137526	1/13/2018	1/17/2018	Standard Class	PB-19150	Philip Brown	Consumer	United States	Los Angeles	California	90004	West	FUR-FU-10001861	Furniture	Furnishings	"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"	77.6	4	0	38.024	39.576
4859	CA-2018-137526	1/13/2018	1/17/2018	Standard Class	PB-19150	Philip Brown	Consumer	United States	Los Angeles	California	90004	West	FUR-FU-10004845	Furniture	Furnishings	"Deflect-o EconoMat Nonstudded, No Bevel Mat"	464.85	9	0	92.97	371.88
4860	CA-2020-136063	12/15/2020	12/19/2020	Standard Class	SS-20140	Saphhira Shifley	Corporate	United States	Oak Park	Illinois	60302	Central	OFF-AR-10000823	Office Supplies	Art	Newell 307	10.192	7	0.2	1.0192	9.1728
4861	CA-2019-101546	12/18/2019	12/24/2019	Standard Class	GK-14620	Grace Kelly	Corporate	United States	Morristown	New Jersey	7960	East	OFF-BI-10001359	Office Supplies	Binders	GBC DocuBind TL300 Electric Binding System	1793.98	2	0	843.1706	950.8094
4862	CA-2017-138940	4/11/2017	4/16/2017	Second Class	GM-14455	Gary Mitchum	Home Office	United States	Austin	Texas	78745	Central	TEC-PH-10001835	Technology	Phones	Jawbone JAMBOX Wireless Bluetooth Speaker	758.352	6	0.2	265.4232	492.9288
4863	CA-2019-125164	11/10/2019	11/14/2019	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	New York City	New York	10011	East	OFF-BI-10001191	Office Supplies	Binders	Canvas Sectional Post Binders	20.368	1	0.2	7.3834	12.9846
4864	CA-2019-125164	11/10/2019	11/14/2019	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	New York City	New York	10011	East	OFF-BI-10003982	Office Supplies	Binders	Wilson Jones Century Plastic Molded Ring Binders	49.848	3	0.2	16.8237	33.0243
4865	CA-2020-163531	6/26/2020	6/30/2020	Standard Class	SC-20725	Steven Cartwright	Consumer	United States	New York City	New York	10024	East	TEC-PH-10001425	Technology	Phones	Mophie Juice Pack Helium for iPhone	239.97	3	0	67.1916	172.7784
4866	CA-2020-122490	11/13/2020	11/18/2020	Standard Class	TT-21070	Ted Trevino	Consumer	United States	Seattle	Washington	98103	West	FUR-CH-10001215	Furniture	Chairs	Global Troy Executive Leather Low-Back Tilter	2404.704	6	0.2	150.294	2254.41
4867	CA-2020-122490	11/13/2020	11/18/2020	Standard Class	TT-21070	Ted Trevino	Consumer	United States	Seattle	Washington	98103	West	OFF-BI-10001718	Office Supplies	Binders	GBC DocuBind P50 Personal Binding Machine	563.024	11	0.2	190.0206	373.0034
4868	CA-2020-122490	11/13/2020	11/18/2020	Standard Class	TT-21070	Ted Trevino	Consumer	United States	Seattle	Washington	98103	West	OFF-ST-10000991	Office Supplies	Storage	Space Solutions HD Industrial Steel Shelving.	344.91	3	0	10.3473	334.5627
4869	CA-2020-122490	11/13/2020	11/18/2020	Standard Class	TT-21070	Ted Trevino	Consumer	United States	Seattle	Washington	98103	West	OFF-LA-10001613	Office Supplies	Labels	Avery File Folder Labels	8.64	3	0	4.2336	4.4064
4870	CA-2020-131366	11/24/2020	11/29/2020	Standard Class	SC-20440	Shaun Chance	Corporate	United States	Lancaster	Pennsylvania	17602	East	TEC-PH-10003437	Technology	Phones	Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with	89.988	2	0.4	-14.998	104.986
4871	CA-2020-131366	11/24/2020	11/29/2020	Standard Class	SC-20440	Shaun Chance	Corporate	United States	Lancaster	Pennsylvania	17602	East	OFF-PA-10000675	Office Supplies	Paper	Xerox 1919	229.544	7	0.2	83.2097	146.3343
4872	CA-2020-164042	5/23/2020	5/27/2020	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Houston	Texas	77095	Central	OFF-FA-10000840	Office Supplies	Fasteners	OIC Thumb-Tacks	1.824	2	0.2	0.6156	1.2084
